fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
10.3;0.34;0.52;2.8;0.159;15;75;0.9998;3.18;0.64;9.4;5;Italy;Veneto;Bianco di Custoza;;Garganega;Montresor
9.4;0.27;0.53;2.4;0.074;6;18;0.9962;3.2;1.13;12;7;Italy;Northeastern Italy;Friuli;;Chardonnay;Ronco del Gelso
6.9;0.765;0.02;2.3;0.063;35;63;0.9975;3.57;0.78;9.9;5;US;California;Sonoma Valley;Sonoma;Cabernet Sauvignon;Sebastiani
7.9;0.24;0.4;1.6;0.056;11;25;0.9967;3.32;0.87;8.7;6;Italy;Northeastern Italy;Alto Adige;;Sauvignon Blanc;Elena Walch
9.1;0.28;0.48;1.8;0.067;26;46;0.9967;3.32;1.04;10.6;6;Italy;Veneto;Soave;;White Blend;Gini
7.4;0.55;0.22;2.2;0.106;12;72;0.9959;3.05;0.63;9.2;5;Italy;Northeastern Italy;Collio;;Sauvignon Blanc;Borgo Conventi
14;0.41;0.63;3.8;0.089;6;47;1.0014;3.01;0.81;10.8;6;US;California;Mendocino County;;Sauvignon Blanc;Ceago Vinegarden
11.5;0.54;0.71;4.4;0.124;6;15;0.9984;3.01;0.83;11.8;7;Italy;Tuscany;Toscana;;Sangiovese;Valiano
11.5;0.45;0.5;3;0.078;19;47;1.0003;3.26;1.11;11;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;Pinot Grigio;Volpe Pasini
9.4;0.27;0.53;2.4;0.074;6;18;0.9962;3.2;1.13;12;7;Greece;Naoussa;;;White Blend;Zenato
11.4;0.625;0.66;6.2;0.088;6;24;0.9988;3.11;0.99;13.3;6;Mexico;Valle de Guadalupe;;;Nebbiolo;L.A. Cetto
8.3;0.42;0.38;2.5;0.094;24;60;0.9979;3.31;0.7;10.8;6;Italy;Northeastern Italy;Trentino;;White Blend;La Vis
8.3;0.26;0.42;2;0.08;11;27;0.9974;3.21;0.8;9.4;6;Chile;Rapel Valley;;;Merlot;Lapostolle
13.7;0.415;0.68;2.9;0.085;17;43;1.0014;3.06;0.8;10;6;Italy;Veneto;Bianco di Custoza;;White Blend;Fratelli Zeni
8.3;0.26;0.42;2;0.08;11;27;0.9974;3.21;0.8;9.4;6;Chile;Maipo Valley;;;Cabernet Sauvignon;Carmen
8.3;0.26;0.42;2;0.08;11;27;0.9974;3.21;0.8;9.4;6;Italy;Veneto;Valdadige;;Chardonnay;Tommasi
7.7;0.51;0.28;2.1;0.087;23;54;0.998;3.42;0.74;9.2;5;Italy;Northeastern Italy;Alto Adige;;Gewürztraminer;San Michele Eppan
7.4;0.63;0.07;2.4;0.09;11;37;0.9979;3.43;0.76;9.7;6;US;California;Rutherford;Napa;Sauvignon Blanc;Vinoce
7.8;0.54;0.26;2;0.088;23;48;0.9981;3.41;0.74;9.2;6;US;California;Russian River Valley;Sonoma;Merlot;Merriam
8.3;0.66;0.15;1.9;0.079;17;42;0.9972;3.31;0.54;9.6;6;US;California;Alexander Valley;Sonoma;Sauvignon Blanc;Murphy-Goode
7.8;0.46;0.26;1.9;0.088;23;53;0.9981;3.43;0.74;9.2;6;US;California;Edna Valley;Central Coast;Pinot Noir;Kynsi
9.6;0.38;0.31;2.5;0.096;16;49;0.9982;3.19;0.7;10;7;Italy;Northeastern Italy;Alto Adige;;White Blend;Cantina Terlano
5.6;0.85;0.05;1.4;0.045;12;88;0.9924;3.56;0.82;12.9;8;Chile;Maipo Valley;;;Cabernet Sauvignon;Casa Julia
13.7;0.415;0.68;2.9;0.085;17;43;1.0014;3.06;0.8;10;6;Chile;Central Valley;;;Chardonnay;Valdivieso
9.5;0.37;0.52;2;0.082;6;26;0.998;3.18;0.51;9.5;5;US;California;Santa Ynez Valley;Central Coast;Sauvignon Blanc;Bridlewood
8.4;0.665;0.61;2;0.112;13;95;0.997;3.16;0.54;9.1;5;Chile;Lontué Valley;;;Chardonnay;San Pedro
12.7;0.6;0.65;2.3;0.063;6;25;0.9997;3.03;0.57;9.9;5;Chile;Maipo Valley;;;Merlot;Undurraga
12;0.37;0.76;4.2;0.066;7;38;1.0004;3.22;0.6;13;7;Italy;Northeastern Italy;Collio;;White Blend;Conti Formentini
6.6;0.735;0.02;7.9;0.122;68;124;0.9994;3.47;0.53;9.9;5;US;California;California;California Other;Zinfandel;Cline
11.5;0.59;0.59;2.6;0.087;13;49;0.9988;3.18;0.65;11;6;Chile;Colchagua Valley;;;Pinot Noir;Cono Sur
11.5;0.59;0.59;2.6;0.087;13;49;0.9988;3.18;0.65;11;6;Chile;Curicó Valley;;;Sauvignon Blanc;Aresti
8.7;0.765;0.22;2.3;0.064;9;42;0.9963;3.1;0.55;9.4;5;Italy;Veneto;Prosecco di Valdobbiadene;;Prosecco;Astoria
6.6;0.735;0.02;7.9;0.122;68;124;0.9994;3.47;0.53;9.9;5;Italy;Italy Other;Italy;;Prosecco;Cantine Maschio
7.7;0.26;0.3;1.7;0.059;20;38;0.9949;3.29;0.47;10.8;6;Italy;Veneto;Prosecco di Valdobbiadene;;Prosecco;Val d'Oca
12.2;0.48;0.54;2.6;0.085;19;64;1;3.1;0.61;10.5;6;Chile;Colchagua Valley;;;Syrah;Viña Bisquertt
11.4;0.6;0.49;2.7;0.085;10;41;0.9994;3.15;0.63;10.5;6;US;California;California;California Other;Red Blend;Vinavanti
7.7;0.69;0.05;2.7;0.075;15;27;0.9974;3.26;0.61;9.1;5;US;California;Santa Barbara County;Central Coast;Syrah;Vino V
8.7;0.31;0.46;1.4;0.059;11;25;0.9966;3.36;0.76;10.1;6;Italy;Veneto;Prosecco del Veneto;;Prosecco;Viticoltori Ponte
9.8;0.44;0.47;2.5;0.063;9;28;0.9981;3.24;0.65;10.8;6;France;Champagne;Champagne;;Champagne Blend;Jacquart
12;0.39;0.66;3;0.093;12;30;0.9996;3.18;0.63;10.8;7;Chile;Casablanca Valley;;;Chardonnay;Lapostolle
10.4;0.34;0.58;3.7;0.174;6;16;0.997;3.19;0.7;11.3;6;Italy;Veneto;Prosecco di Conegliano e Valdobbiadene;;Prosecco;Le Vigne di Alice
12.5;0.46;0.49;4.5;0.07;26;49;0.9981;3.05;0.57;9.6;4;US;New York;Finger Lakes;Finger Lakes;Gewürztraminer;McGregor
9;0.43;0.34;2.5;0.08;26;86;0.9987;3.38;0.62;9.5;6;US;New York;Finger Lakes;Finger Lakes;Cabernet Franc;Miles
9.1;0.45;0.35;2.4;0.08;23;78;0.9987;3.38;0.62;9.5;5;US;California;California;California Other;Cabernet Sauvignon;Morro Bay
7.1;0.735;0.16;1.9;0.1;15;77;0.9966;3.27;0.64;9.3;5;Italy;Veneto;Prosecco di Valdobbiadene;;Prosecco;Perlage
9.9;0.4;0.53;6.7;0.097;6;19;0.9986;3.27;0.82;11.7;7;Italy;Veneto;Prosecco del Veneto;;Prosecco;Pizzolato
8.8;0.52;0.34;2.7;0.087;24;122;0.9982;3.26;0.61;9.5;5;Italy;Veneto;Prosecco del Veneto;;Prosecco;Pizzolato
8.6;0.725;0.24;6.6;0.117;31;134;1.0014;3.32;1.07;9.3;5;US;New York;Finger Lakes;Finger Lakes;Riesling;Red Newt Cellars
10.6;0.48;0.64;2.2;0.111;6;20;0.997;3.26;0.66;11.7;6;Italy;Veneto;Prosecco del Veneto;;Prosecco;Ca'Tullio
7;0.58;0.12;1.9;0.091;34;124;0.9956;3.44;0.48;10.5;5;Italy;Veneto;Prosecco del Veneto;;Prosecco;Pizzolato
11.9;0.38;0.51;2;0.121;7;20;0.9996;3.24;0.76;10.4;6;Austria;Burgenland;;;Red Blend;Michlits
6.8;0.77;0;1.8;0.066;34;52;0.9976;3.62;0.68;9.9;5;France;Bordeaux;Graves;;Bordeaux-style Red Blend;Château de Callac
9.5;0.56;0.33;2.4;0.089;35;67;0.9972;3.28;0.73;11.8;7;France;Bordeaux;Bordeaux Blanc;;Bordeaux-style White Blend;Château de Marsan
6.6;0.84;0.03;2.3;0.059;32;48;0.9952;3.52;0.56;12.3;7;US;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Guardian
7.7;0.96;0.2;2;0.047;15;60;0.9955;3.36;0.44;10.9;5;US;Washington;Walla Walla Valley (WA);Columbia Valley;Grenache Blanc;Kerloo
10.5;0.24;0.47;2.1;0.066;6;24;0.9978;3.15;0.9;11;7;Austria;Weinviertel;;;Grüner Veltliner;Kohl
7.7;0.96;0.2;2;0.047;15;60;0.9955;3.36;0.44;10.9;5;US;California;California;California Other;White Blend;Las Positas
6.6;0.84;0.03;2.3;0.059;32;48;0.9952;3.52;0.56;12.3;7;US;New York;New York;New York Other;Rosé;Lieb
6.4;0.67;0.08;2.1;0.045;19;48;0.9949;3.49;0.49;11.4;6;Spain;Northern Spain;Rioja;;Tempranillo;Luberri
9.5;0.78;0.22;1.9;0.077;6;32;0.9988;3.26;0.56;10.6;6;US;New York;North Fork of Long Island;Long Island;Sparkling Blend;Macari
9.1;0.52;0.33;1.3;0.07;9;30;0.9978;3.24;0.6;9.3;5;Austria;Kremstal;;;Grüner Veltliner;Malat
12.8;0.84;0.63;2.4;0.088;13;35;0.9997;3.1;0.6;10.4;6;US;Washington;Wahluke Slope;Columbia Valley;Syrah;Milbrandt
10.5;0.24;0.47;2.1;0.066;6;24;0.9978;3.15;0.9;11;7;US;California;Santa Ynez Valley;Central Coast;Sauvignon Blanc;Ojai
7.8;0.55;0.35;2.2;0.074;21;66;0.9974;3.25;0.56;9.2;5;US;California;Templeton Gap District;Central Coast;Tempranillo;ONX
11.9;0.37;0.69;2.3;0.078;12;24;0.9958;3;0.65;12.8;6;US;Washington;Snipes Mountain;Columbia Valley;Riesling;Pomum
12.3;0.39;0.63;2.3;0.091;6;18;1.0004;3.16;0.49;9.5;5;US;California;Santa Barbara County;Central Coast;Grenache Blanc;Prospect 772
10.4;0.41;0.55;3.2;0.076;22;54;0.9996;3.15;0.89;9.9;6;Italy;Piedmont;Barolo;;Nebbiolo;Revello Fratelli
12.3;0.39;0.63;2.3;0.091;6;18;1.0004;3.16;0.49;9.5;5;Austria;Thermenregion;;;Zierfandler;Gebeshuber
8;0.67;0.3;2;0.06;38;62;0.9958;3.26;0.56;10.2;6;Italy;Piedmont;Gavi;;Cortese;Tenuta La Marchesa
11.1;0.45;0.73;3.2;0.066;6;22;0.9986;3.17;0.66;11.2;6;US;California;Alexander Valley;Sonoma;Bordeaux-style Red Blend;Trione
10.4;0.41;0.55;3.2;0.076;22;54;0.9996;3.15;0.89;9.9;6;Spain;Northern Spain;Bierzo;;Mencía;Vinos de Arganza
7;0.62;0.18;1.5;0.062;7;50;0.9951;3.08;0.6;9.3;5;Spain;Northern Spain;Vino de la Tierra de Castilla y León;;Mencía;Vinos de Arganza
12.6;0.31;0.72;2.2;0.072;6;29;0.9987;2.88;0.82;9.8;8;US;Washington;Walla Walla Valley (WA);Columbia Valley;Cabernet Sauvignon;Walla Walla Vintners
11.9;0.4;0.65;2.15;0.068;7;27;0.9988;3.06;0.68;11.3;6;Austria;Niederösterreich;;;Zweigelt;Winzer Krems
15.6;0.685;0.76;3.7;0.1;6;43;1.0032;2.95;0.68;11.2;7;US;New York;Long Island;Long Island;Cabernet Franc;Wölffer
10;0.44;0.49;2.7;0.077;11;19;0.9963;3.23;0.63;11.6;7;US;California;Sonoma Valley;Sonoma;Zinfandel;Dunbar
5.3;0.57;0.01;1.7;0.054;5;27;0.9934;3.57;0.84;12.5;7;Austria;Wagram;;;Grüner Veltliner;Eschenhof Holzer
9.5;0.735;0.1;2.1;0.079;6;31;0.9986;3.23;0.56;10.1;6;Italy;Sicily & Sardinia;Etna;;Nerello Mascalese;Fattorie Romeo del Castello
12.5;0.38;0.6;2.6;0.081;31;72;0.9996;3.1;0.73;10.5;5;US;California;Paso Robles;Central Coast;Cabernet Sauvignon;Flying Cloud
9.3;0.48;0.29;2.1;0.127;6;16;0.9968;3.22;0.72;11.2;5;France;Loire Valley;Muscadet Sèvre et Maine;;Melon;Gadais Père et Fils
8.6;0.53;0.22;2;0.1;7;27;0.9967;3.2;0.56;10.2;6;France;Rhône Valley;Côtes du Rhône;;Rhône-style White Blend;André Brunel
11.9;0.39;0.69;2.8;0.095;17;35;0.9994;3.1;0.61;10.8;6;Italy;Lombardy;Franciacorta;;Chardonnay;Majolini
11.9;0.39;0.69;2.8;0.095;17;35;0.9994;3.1;0.61;10.8;6;France;Champagne;Champagne;;Champagne Blend;Montaudon
8.4;0.37;0.53;1.8;0.413;9;26;0.9979;3.06;1.06;9.1;6;Italy;Tuscany;Vino Nobile di Montepulciano;;Sangiovese;Montemercurio
6.8;0.56;0.03;1.7;0.084;18;35;0.9968;3.44;0.63;10;6;France;Burgundy;Meursault;;Chardonnay;Patrick Javillier
10.4;0.33;0.63;2.8;0.084;5;22;0.9998;3.26;0.74;11.2;7;France;Champagne;Champagne;;Champagne Blend;Philippe Fontaine
7;0.23;0.4;1.6;0.063;21;67;0.9952;3.5;0.63;11.1;5;Canada;Ontario;Niagara-On-The-Lake;;Vidal;Pillitteri
11.3;0.62;0.67;5.2;0.086;6;19;0.9988;3.22;0.69;13.4;8;US;California;Carneros;Napa-Sonoma;Chardonnay;Robert Mondavi
8.9;0.59;0.39;2.3;0.095;5;22;0.9986;3.37;0.58;10.3;5;US;California;Anderson Valley;;Sparkling Blend;Roederer Estate
9.2;0.63;0.21;2.7;0.097;29;65;0.9988;3.28;0.58;9.6;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Rusack
10.4;0.33;0.63;2.8;0.084;5;22;0.9998;3.26;0.74;11.2;7;Italy;Lombardy;Franciacorta;;Sparkling Blend;Bellavista
11.6;0.58;0.66;2.2;0.074;10;47;1.0008;3.25;0.57;9;3;France;Champagne;Champagne;;Champagne Blend;Chanoine
9.2;0.43;0.52;2.3;0.083;14;23;0.9976;3.35;0.61;11.3;6;US;Oregon;Ribbon Ridge;Willamette Valley;Pinot Noir;Chehalem
8.3;0.615;0.22;2.6;0.087;6;19;0.9982;3.26;0.61;9.3;5;US;Oregon;Dundee Hills;Willamette Valley;Pinot Blanc;Chehalem
11;0.26;0.68;2.55;0.085;10;25;0.997;3.18;0.61;11.8;5;France;Burgundy;Meursault;;Chardonnay;Henri de Villamont
8.1;0.66;0.7;2.2;0.098;25;129;0.9972;3.08;0.53;9;5;France;Champagne;Champagne;;Champagne Blend;Vollereaux
11.5;0.315;0.54;2.1;0.084;5;15;0.9987;2.98;0.7;9.2;6;Germany;Rheinhessen;;;Riesling;Wittmann
10;0.29;0.4;2.9;0.098;10;26;1.0006;3.48;0.91;9.7;5;Italy;Veneto;Amarone della Valpolicella;;Red Blend;Valentina Cubi
10.3;0.5;0.42;2;0.069;21;51;0.9982;3.16;0.72;11.5;6;France;Champagne;Champagne;;Chardonnay;Deutz
8.8;0.46;0.45;2.6;0.065;7;18;0.9947;3.32;0.79;14;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Domaine Serene
11.4;0.36;0.69;2.1;0.09;6;21;1;3.17;0.62;9.2;6;Germany;Mosel;;;Riesling;Dr. Loosen
8.7;0.82;0.02;1.2;0.07;36;48;0.9952;3.2;0.58;9.8;5;Germany;Mosel;;;Riesling;Dr. Loosen
13;0.32;0.65;2.6;0.093;15;47;0.9996;3.05;0.61;10.6;5;France;Champagne;Champagne;;Champagne Blend;H. Blin
9.6;0.54;0.42;2.4;0.081;25;52;0.997;3.2;0.71;11.4;6;France;Burgundy;Chambolle-Musigny;;Pinot Noir;Henri de Villamont
12.5;0.37;0.55;2.6;0.083;25;68;0.9995;3.15;0.82;10.4;6;France;Burgundy;Chambolle-Musigny;;Pinot Noir;Henri de Villamont
9.9;0.35;0.55;2.1;0.062;5;14;0.9971;3.26;0.79;10.6;5;Portugal;Alentejano;;;Portuguese Red;Herdade Grande
10.5;0.28;0.51;1.7;0.08;10;24;0.9982;3.2;0.89;9.4;6;France;Champagne;Champagne;;Champagne Blend;Jeaunaux-Robin
9.6;0.68;0.24;2.2;0.087;5;28;0.9988;3.14;0.6;10.2;5;US;California;Rutherford;Napa;Cabernet Sauvignon;Bell
9.3;0.27;0.41;2;0.091;6;16;0.998;3.28;0.7;9.7;5;US;California;Napa Valley;Napa;Red Blend;Castello di Amorosa
10.4;0.24;0.49;1.8;0.075;6;20;0.9977;3.18;1.06;11;6;France;Bordeaux;Pomerol;;Bordeaux-style Red Blend;Château Vray Croix de Gay
9.6;0.68;0.24;2.2;0.087;5;28;0.9988;3.14;0.6;10.2;5;France;Champagne;Champagne;;Champagne Blend;Dampierre
9.4;0.685;0.11;2.7;0.077;6;31;0.9984;3.19;0.7;10.1;6;Italy;Sicily & Sardinia;Cannonau di Sardegna;;Cannonau;Santa Maria La Palma
10.6;0.28;0.39;15.5;0.069;6;23;1.0026;3.12;0.66;9.2;5;US;Washington;Red Mountain;Columbia Valley;Bordeaux-style Red Blend;Sparkman
9.4;0.3;0.56;2.8;0.08;6;17;0.9964;3.15;0.92;11.7;8;Italy;Sicily & Sardinia;Isola dei Nuraghi;;Cannonau;Argiolas
10.6;0.36;0.59;2.2;0.152;6;18;0.9986;3.04;1.05;9.4;5;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Babcock
10.6;0.36;0.6;2.2;0.152;7;18;0.9986;3.04;1.06;9.4;5;South Africa;Stellenbosch;;;Chenin Blanc;Cape View
10.6;0.44;0.68;4.1;0.114;6;24;0.997;3.06;0.66;13.4;6;South Africa;Western Cape;;;Chenin Blanc;Ken Forrester
10.2;0.67;0.39;1.9;0.054;6;17;0.9976;3.17;0.47;10;5;France;Rhône Valley;Côtes du Rhône Villages;;Rhône-style Red Blend;Louis Bernard
10.2;0.67;0.39;1.9;0.054;6;17;0.9976;3.17;0.47;10;5;US;California;Sonoma County;Sonoma;Cabernet Sauvignon;Lyeth
10.2;0.645;0.36;1.8;0.053;5;14;0.9982;3.17;0.42;10;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;White Blend;Marco Cecchini
11.6;0.32;0.55;2.8;0.081;35;67;1.0002;3.32;0.92;10.8;7;Italy;Northeastern Italy;Friuli Grave;;Pinot Grigio;Vigneti Le Monde
9.3;0.39;0.4;2.6;0.073;10;26;0.9984;3.34;0.75;10.2;6;Italy;Northeastern Italy;Friuli Grave;;Sauvignon;Vigneti Le Monde
9.3;0.775;0.27;2.8;0.078;24;56;0.9984;3.31;0.67;10.6;6;Spain;Catalonia;Cava;;Sparkling Blend;"V&N; Cellars"
9.2;0.41;0.5;2.5;0.055;12;25;0.9952;3.34;0.79;13.3;7;Austria;Kremstal;;;Grüner Veltliner;Winzer Krems
8.9;0.4;0.51;2.6;0.052;13;27;0.995;3.32;0.9;13.4;7;US;Washington;Walla Walla Valley (WA);Columbia Valley;Sangiovese;Zerba Cellars
8.7;0.69;0.31;3;0.086;23;81;1.0002;3.48;0.74;11.6;6;US;Washington;Red Mountain;Columbia Valley;Red Blend;Insania
6.5;0.39;0.23;8.3;0.051;28;91;0.9952;3.44;0.55;12.1;6;US;New York;Finger Lakes;Finger Lakes;Chardonnay;Knapp
10.7;0.35;0.53;2.6;0.07;5;16;0.9972;3.15;0.65;11;8;US;California;El Dorado;Sierra Foothills;Chardonnay;Lava Cap
7.8;0.52;0.25;1.9;0.081;14;38;0.9984;3.43;0.65;9;6;Spain;Northern Spain;Rueda;;Verdejo;Loess
7.2;0.34;0.32;2.5;0.09;43;113;0.9966;3.32;0.79;11.1;5;US;California;Suisun Valley;North Coast;Cabernet Franc;MICA Cellars
10.7;0.35;0.53;2.6;0.07;5;16;0.9972;3.15;0.65;11;8;US;California;Carneros;Napa-Sonoma;Pinot Noir;Michael Pozzan
8.7;0.69;0.31;3;0.086;23;81;1.0002;3.48;0.74;11.6;6;France;Provence;Côtes de Provence;;Rosé;Domaine du Grand Cros
7.8;0.52;0.25;1.9;0.081;14;38;0.9984;3.43;0.65;9;6;Spain;Northern Spain;Rioja;;Rosé;El Coto
10.4;0.44;0.73;6.55;0.074;38;76;0.999;3.17;0.85;12;7;US;California;Lodi;Central Valley;Verdelho;Fenestra
10.4;0.44;0.73;6.55;0.074;38;76;0.999;3.17;0.85;12;7;Austria;Österreichischer Sekt;;;Moscato;Gunter Triebaumer
10.5;0.26;0.47;1.9;0.078;6;24;0.9976;3.18;1.04;10.9;7;US;California;Russian River Valley;Sonoma;Sauvignon Blanc;Hanna
10.5;0.24;0.42;1.8;0.077;6;22;0.9976;3.21;1.05;10.8;7;France;Rhône Valley;Côtes du Rhône;;Rhône-style Red Blend;Alain Jaume et Fils
10.2;0.49;0.63;2.9;0.072;10;26;0.9968;3.16;0.78;12.5;7;Spain;Northern Spain;Vino de la Tierra de Castilla y León;;Tempranillo;Aleo
10.4;0.24;0.46;1.8;0.075;6;21;0.9976;3.25;1.02;10.8;7;Italy;Northeastern Italy;Venezia Giulia;;White Blend;Altùris
11.2;0.67;0.55;2.3;0.084;6;13;1;3.17;0.71;9.5;6;US;Washington;Wahluke Slope;Columbia Valley;Syrah;Camaraderie
10;0.59;0.31;2.2;0.09;26;62;0.9994;3.18;0.63;10.2;6;US;Washington;Yakima Valley;Columbia Valley;Tempranillo;Camaraderie
13.3;0.29;0.75;2.8;0.084;23;43;0.9986;3.04;0.68;11.4;7;US;California;Napa Valley;Napa;Red Blend;Beringer
12.4;0.42;0.49;4.6;0.073;19;43;0.9978;3.02;0.61;9.5;5;US;California;Monterey County;Central Coast;Chardonnay;Big Basin
10;0.59;0.31;2.2;0.09;26;62;0.9994;3.18;0.63;10.2;6;France;Champagne;Champagne;;Champagne Blend;Boude Baudin
10.7;0.4;0.48;2.1;0.125;15;49;0.998;3.03;0.81;9.7;6;France;Champagne;Champagne;;Champagne Blend;Boude Baudin
10.5;0.51;0.64;2.4;0.107;6;15;0.9973;3.09;0.66;11.8;7;US;California;Chiles Valley;Napa;Cabernet Sauvignon;Conn Creek
10.5;0.51;0.64;2.4;0.107;6;15;0.9973;3.09;0.66;11.8;7;Chile;Colchagua Valley;;;Merlot;Cono Sur
8.5;0.655;0.49;6.1;0.122;34;151;1.001;3.31;1.14;9.3;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;D.R. Stephens
12.5;0.6;0.49;4.3;0.1;5;14;1.001;3.25;0.74;11.9;6;US;California;Russian River Valley;Sonoma;Pinot Noir;Davis Family
10.4;0.61;0.49;2.1;0.2;5;16;0.9994;3.16;0.63;8.4;3;US;California;Russian River Valley;Sonoma;Pinot Noir;Davis Family
10.9;0.21;0.49;2.8;0.088;11;32;0.9972;3.22;0.68;11.7;6;France;Burgundy;Mercurey;;Pinot Noir;Domaine Jeannin-Naltet
7.3;0.365;0.49;2.5;0.088;39;106;0.9966;3.36;0.78;11;5;US;California;Calaveras County;Sierra Foothills;Grenache;Prospect 772
9.8;0.25;0.49;2.7;0.088;15;33;0.9982;3.42;0.9;10;6;US;California;Edna Valley;Central Coast;Marsanne;Qupé
7.6;0.41;0.49;2;0.088;16;43;0.998;3.48;0.64;9.1;5;US;California;Edna Valley;Central Coast;Grenache;Qupé
8.2;0.39;0.49;2.3;0.099;47;133;0.9979;3.38;0.99;9.8;5;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Rex Hill
9.3;0.4;0.49;2.5;0.085;38;142;0.9978;3.22;0.55;9.4;5;US;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Ruby
9.2;0.43;0.49;2.4;0.086;23;116;0.9976;3.23;0.64;9.5;5;US;Washington;Horse Heaven Hills;Columbia Valley;Syrah;Structure
10.4;0.64;0.24;2.8;0.105;29;53;0.9998;3.24;0.67;9.9;5;US;California;Arroyo Grande Valley;Central Coast;Chardonnay;Testarossa
7.3;0.365;0.49;2.5;0.088;39;106;0.9966;3.36;0.78;11;5;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Tumwater
7;0.38;0.49;2.5;0.097;33;85;0.9962;3.39;0.77;11.4;6;Germany;Rheinhessen;;;Scheurebe;Wittmann
8.2;0.42;0.49;2.6;0.084;32;55;0.9988;3.34;0.75;8.7;6;France;Champagne;Champagne;;Champagne Blend;Jeaunaux-Robin
9.9;0.63;0.24;2.4;0.077;6;33;0.9974;3.09;0.57;9.4;5;US;California;Russian River Valley;Sonoma;Pinot Noir;Joseph Jewell
9.1;0.22;0.24;2.1;0.078;1;28;0.999;3.41;0.87;10.3;6;Chile;Colchagua Valley;;;Syrah;Lapostolle
11.9;0.38;0.49;2.7;0.098;12;42;1.0004;3.16;0.61;10.3;5;US;Oregon;Oregon;Oregon Other;Sparkling Blend;Le Cadeau
11.9;0.38;0.49;2.7;0.098;12;42;1.0004;3.16;0.61;10.3;5;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Le Cadeau
10.3;0.27;0.24;2.1;0.072;15;33;0.9956;3.22;0.66;12.8;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Le Cadeau
10;0.48;0.24;2.7;0.102;13;32;1;3.28;0.56;10;6;US;California;Paso Robles;Central Coast;Cabernet Sauvignon;Le Vigne
9.1;0.22;0.24;2.1;0.078;1;28;0.999;3.41;0.87;10.3;6;Germany;Mosel;;;Riesling;Maximin Grünhäuser
9.9;0.63;0.24;2.4;0.077;6;33;0.9974;3.09;0.57;9.4;5;US;Washington;Walla Walla Valley (WA);Columbia Valley;Bordeaux-style Red Blend;Northstar
8.1;0.825;0.24;2.1;0.084;5;13;0.9972;3.37;0.77;10.7;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Padis
12.9;0.35;0.49;5.8;0.066;5;35;1.0014;3.2;0.66;12;7;US;Oregon;Umpqua Valley;Southern Oregon;Pinot Noir;Paul O'Brien
11.2;0.5;0.74;5.15;0.1;5;17;0.9996;3.22;0.62;11.2;5;US;California;Edna Valley;Central Coast;Pinot Noir;Claiborne & Churchill
9.2;0.59;0.24;3.3;0.101;20;47;0.9988;3.26;0.67;9.6;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Flying Goat Cellars
9.5;0.46;0.49;6.3;0.064;5;17;0.9988;3.21;0.73;11;6;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Flying Goat Cellars
9.3;0.715;0.24;2.1;0.07;5;20;0.9966;3.12;0.59;9.9;5;Italy;Northeastern Italy;Alto Adige Valle Isarco;;Kerner;Abbazia di Novacella
11.2;0.66;0.24;2.5;0.085;16;53;0.9993;3.06;0.72;11;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Midsummer Cellars
14.3;0.31;0.74;1.8;0.075;6;15;1.0008;2.86;0.79;8.4;6;US;California;Templeton Gap District;Central Coast;Red Blend;ONX
9.1;0.47;0.49;2.6;0.094;38;106;0.9982;3.08;0.59;9.1;5;US;California;Napa Valley;Napa;Cabernet Sauvignon;Les Belles Collines
7.5;0.55;0.24;2;0.078;10;28;0.9983;3.45;0.78;9.5;6;US;California;Sonoma Coast;Sonoma;Chardonnay;Lutum
10.6;0.31;0.49;2.5;0.067;6;21;0.9987;3.26;0.86;10.7;6;US;California;Ballard Canyon;Central Coast;Sangiovese;Turiya
12.4;0.35;0.49;2.6;0.079;27;69;0.9994;3.12;0.75;10.4;6;US;California;Green Valley;Sonoma;Pinot Noir;Iron Horse
9;0.53;0.49;1.9;0.171;6;25;0.9975;3.27;0.61;9.4;6;Italy;Piedmont;Barolo;;Nebbiolo;Brandini
6.8;0.51;0.01;2.1;0.074;9;25;0.9958;3.33;0.56;9.5;6;US;California;Carneros;Napa-Sonoma;Chardonnay;Artesa
9.4;0.43;0.24;2.8;0.092;14;45;0.998;3.19;0.73;10;6;US;California;Sonoma Valley;Sonoma;Zinfandel;Carlisle
